Date,US_PIONEER_FUND,STRATEGIC_INCOME,GLOBAL_EQUITY,GLOBAL_EQUITY_TARGET_INCOME,GLOBAL_ECOLOGY_ESG,EUROPEAN_EQUITY_SMALL_CAP
22/08/2009,,,,,,
23/08/2009,0.0,0.0,0.0,0.0,0.0,0.0
24/08/2009,0.006199999999999983,0.0020000000000000018,0.005400000000000071,0.01330000000000009,0.010099999999999998,0.016199999999999992
25/08/2009,0.0,0.0011976047904189713,0.00208872090710166,0.001973749136484848,-0.0037620037620038627,0.0014760873843731037
26/08/2009,0.0,0.007476076555023914,0.003176178660049489,-0.0007879444499162558,-0.007254297923084518,-0.007271298024958184
27/08/2009,-0.00308089842973569,-0.0001978826555851798,-0.0003957653111703596,-0.003942828979793034,-0.010110110110110204,-0.011580718598436124
28/08/2009,0.0,-0.009005442850074208,-0.0024745125210333674,0.0009896091044039323,0.00738193952876931,0.014320048067294255
29/08/2009,0.0,0.0,0.0,0.0,0.0,0.0
30/08/2009,0.0,0.0,0.0,0.0,0.0,0.0
31/08/2009,-0.009271259096799933,0.004094268024765313,-0.006052788251637242,-0.008601087493821047,-0.013350732784581432,-0.010267548622766354
01/09/2009,-0.00633930368283353,0.004177026355047353,-0.014275731256863433,-0.009573195053849348,-0.011293112218943913,-0.01845386533665827
02/09/2009,-0.0031392405063291884,0.007526988214321184,-0.002430625886165605,-0.005235602094240788,-0.006894422720724491,-0.017987804878048852
03/09/2009,-0.003149126371393751,-0.0023591860808022114,0.003654822335025454,0.0005060728744938903,0.0022795565226401138,0.01831729276622185
04/09/2009,0.015897279119535312,-0.0011823825007388766,0.012239530649403196,0.01244309559939305,0.015403701023467331,0.015345528455284363
05/09/2009,0.0,0.0,0.0,0.0,0.0,0.0
06/09/2009,0.0,0.0,0.0,0.0,0.0,0.0
07/09/2009,0.0,-0.007201341619808677,0.00199860097931448,0.005195843325339622,0.01150478517613518,0.01801621459313374
08/09/2009,-0.0062192797672786515,-0.011724960254372085,-9.973072703695074e-05,-0.0034791252485089075,0.006441872169099083,0.012486481171959607
09/09/2009,0.006258201271827968,-0.004222803136939346,0.0024935168561739385,0.003990024937655878,0.011401140114011499,0.011070110701107083
10/09/2009,0.0,0.006361066235864188,0.00885484031439665,0.003974167908594062,0.003164244042321851,0.000672301190933533
11/09/2009,0.0062192797672786515,-0.0025082773151399174,0.0006903353057199357,0.006036615536862966,0.0005914243469689051,0.009021979076686781
12/09/2009,0.0,0.0,0.0,0.0,0.0,0.0
13/09/2009,0.0,0.0,0.0,0.0,0.0,0.0
14/09/2009,-0.006180839397866622,-0.0023134178233755742,-0.0019710259189908985,-0.00718079874090094,-0.010442320953600648,-0.009607153048606376
15/09/2009,0.009328919650917866,0.001613065833249383,0.003653599289029419,0.005449321311800315,0.0034843205574912606,0.008163657318478679
16/09/2009,0.00308089842973569,-0.0054353296426773445,0.010330578512396604,0.011332282223098122,0.01468253968253963,0.018576736210345945
17/09/2009,0.0,-0.0005060216577269516,-0.0003895218619144325,0.004676995030692854,0.0035197497066874472,0.00317994762439211
18/09/2009,0.0,-0.0009113001215067529,-0.00097418412079886,-0.006594898651925085,-0.00711223694466101,-0.005873578221144982
19/09/2009,0.0,0.0,0.0,0.0,0.0,0.0
20/09/2009,0.0,0.0,0.0,0.0,0.0,0.0
21/09/2009,0.0,0.004560656734569735,-0.0030229156509020694,-0.002928829444498793,-0.0034344029045235702,-0.016693238300665825
22/09/2009,-0.006142871296938468,-0.0076674737691687644,0.0018583724569640747,0.0012728874963283676,0.007187869239858147,0.005627086313781726
23/09/2009,0.003090419698933422,0.0027450183001218598,-0.004002733574148265,0.0011734793663209508,-0.004985824616287049,-0.0002845220030348594
24/09/2009,-0.01540449214867834,0.0063875088715401596,-0.008135659674573636,-0.010744285993357972,-0.02014148162703866,-0.02125035575372347
25/09/2009,-0.0032300393661046645,0.002014910336489928,-0.005040023717758579,-0.004739336492891044,-0.006517597513285955,-0.010662014151400667
26/09/2009,0.0,0.0,0.0,0.0,0.0,0.0
27/09/2009,0.0,0.0,0.0,0.0,0.0,0.0
28/09/2009,0.018936708860759488,0.005429318318922238,0.015295987286451984,0.012499999999999956,0.011505853855470427,0.011168805721563535
29/09/2009,0.00308089842973569,0.005900000000000016,0.004108784973586355,0.005584950029394298,0.0005986828976252134,0.004263152795271896
30/09/2009,-0.012285742593877047,-0.005368326871458495,-0.0037022603273577648,-0.005359056806002127,-0.0005983246908656259,0.0020260492040520273
01/10/2009,-0.009429230614906192,0.007296351824088054,-0.018384510072364635,-0.010579937304075249,-0.020953901416882803,-0.010013479684190307
02/10/2009,-0.01255696202531642,-0.0043659456241317285,-0.014843594341502286,-0.01980198019801982,-0.022931104769669752,-0.024703365104065234
03/10/2009,0.0,0.0,0.0,0.0,0.0,0.0
04/10/2009,0.0,0.0,0.0,0.0,0.0,0.0
05/10/2009,0.006358322223361634,-0.0008969503687462632,0.008089796743856681,0.003232323232323253,0.003963700844894058,0.00708017550857587
06/10/2009,0.01273820442270468,-0.008379052369077322,0.01193700471461523,0.015404752315747006,0.025142857142857133,0.026735320328745482
07/10/2009,0.0,0.007846293129463833,0.0059476605868358234,0.0029747149231533765,0.00385122124252546,0.0024110328864885844
08/10/2009,0.01247735962970431,-0.007485777023655049,0.007390618841150998,0.01245674740484426,0.018374558303887012,0.019434289012892014
09/10/2009,0.0,-0.0037208366854385444,0.002347647461606206,0.00019529342837620867,-9.913750371770558e-05,-0.0015100037750094275
10/10/2009,0.0,0.0,0.0,0.0,0.0,0.0
11/10/2009,0.0,0.0,0.0,0.0,0.0,0.0
12/10/2009,0.006261180679785205,-0.003532855556677039,0.001854201229628094,0.004686127111197758,0.006246281975014867,0.010586011342154977
13/10/2009,-0.006222222222222129,0.002735008103727621,-0.0042859925969218615,-0.0041784083179476905,-0.00670016750418756,-0.011784511784511786
14/10/2009,0.009342079109520895,-0.007778563491261714,0.01271766777538641,0.01053864168618257,0.01289554607677812,0.022430437251561575
15/10/2009,0.0,-0.0038688658114436336,0.0008693972179290022,0.0007724990343762617,0.0011752032122220868,0.0028695732666852436
16/10/2009,0.0,0.005825838103025172,-0.0046327574558440165,-0.0017367811655731868,-0.0038149271251100014,-0.004892006645744851
17/10/2009,0.0,0.0,0.0,0.0,0.0,0.0
18/10/2009,0.0,0.0,0.0,0.0,0.0,0.0
19/10/2009,0.012209531311540012,-0.003658164820648291,0.007854164646562634,0.007732456988208014,0.015023566378633113,0.007420461923754784
20/10/2009,-0.009046692607003859,0.002651708312085832,-0.0038483740619587037,-0.0045079608670630655,-0.009577246783399551,-0.0015652334039223392
21/10/2009,0.006086188279179172,-0.005899705014749235,-0.005794861889125036,-0.0019269679159842346,0.0036139871068567864,0.0003688675765400884
22/10/2009,-0.012098741340618502,-0.00020464545175491455,-0.00048571983679812636,-0.013128680374553503,-0.015669099756690952,-0.018436578171091456
23/10/2009,0.0,-0.002046873400880056,-0.009427543979006692,-0.0026411033943070095,-0.002867312635950192,-0.0044139744552967874
24/10/2009,0.0,0.0,0.0,0.0,0.0,0.0
25/10/2009,0.0,0.0,0.0,0.0,0.0,0.0
26/10/2009,-0.0031604938271604377,0.003179161111680706,-0.006671899529042458,-0.0064731267163593564,-0.006445215666831872,-0.018960475426846535
27/10/2009,0.0,0.011551829891637722,0.000790201501382759,-0.002171767028627869,-0.008183632734531043,-0.01115384615384607
28/10/2009,-0.012285742593877047,0.005760485093481593,-0.01608764311093558,-0.01563118322121093,-0.028275306902797337,-0.03626993387786859
29/10/2009,0.009328919650917866,-0.006732315112540244,0.013241047246464133,0.009045226130653283,0.01542922232577415,0.0343053173241854
30/10/2009,-0.01540449214867834,0.008497723823975845,-0.014850014850014803,-0.008964143426294924,-0.016010605751580753,-0.018534777094917576
31/10/2009,0.0,0.0,0.0,0.0,0.0,0.0
01/11/2009,0.0,0.0,0.0,0.0,0.0,0.0
02/11/2009,0.006258201271827968,-0.005015548199418185,-0.0015073861923425858,-0.0035175879396984744,0.0009327391439528654,-0.002783023556306552
03/11/2009,0.0031096398836392147,0.007561246093356289,0.004830917874396157,-0.0010085728693899343,0.001553116587285297,-0.020332901425296424
04/11/2009,0.006199999999999983,-0.012307384430658486,-0.00030048076923072653,0.008783442705704303,0.018815258968262194,0.03510021365347438
05/11/2009,0.0,-0.002127444027960612,0.008215609658350775,-0.003702962369895979,-0.0023338406900050845,0.0027521132298014006
06/11/2009,0.009342079109520895,0.002639593908629445,0.004571201430984884,0.0053239578101456075,0.005695687550854478,0.004018819839247234
07/11/2009,0.0,0.0,0.0,0.0,0.0,0.0
08/11/2009,0.0,0.0,0.0,0.0,0.0,0.0
09/11/2009,0.009157148483655009,-0.007999189955447572,0.013552280146404083,0.010691446842526098,0.013754045307443397,0.01854925314849165
10/11/2009,0.006146941164991704,0.003266306012044584,0.0018543821979311037,0.004053386060306474,-0.0001995211492418214,-0.007188728074379425
11/11/2009,0.0,-0.0013226167463629146,0.003507062834875896,0.0026585269791254973,0.0037916583516264257,0.006275342730256872
12/11/2009,0.0030062063615206025,0.009066829665851595,-0.001164935443160875,0.003731709712265552,-0.004373757455268357,0.004701141705842904
