,column_0,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26,column_27,column_28,column_29,column_30,column_31,column_32,column_33,column_34,column_35,column_36,column_37,column_38,column_39,column_40,column_41,timestamp
10,100.3125394,99.74711456,100.7711863,100.5719328,100.750198,100.7192786,100.4036235,99.97842377,100.1989056,101.1731301,100.1946967,100.4475996,100.8253198,101.000271,100.4626645,101.5062866,100.6395133,100.6128295,99.00451833,100.4592151,100.4211177,100.5365656,100.58692,99.48300717,100.1771507,100.7829668,100.7291674,100.6108731,100.6585621,100.531679,100.4797091,100.6356804,100.6142731,100.5754435,100.5760081,100.5833703,100.6749705,100.5728524,100.6613593,100.6281647,100.5050168,100.7387894,14/07/1998
11,100.1940769,99.5651604,100.5817721,100.3665824,100.9967908,100.8183859,100.5371531,100.0821556,100.2006428,100.6822088,100.3137218,100.5647621,100.5368342,100.6657181,100.135924,100.848168,100.417412,100.4105362,98.88048582,100.0410842,100.0109751,100.1022597,100.1639738,99.57000116,100.2273173,100.8590352,100.7229646,100.4099386,100.3812298,100.1645433,100.3343616,100.3227657,100.2281586,100.1370221,100.2407813,100.3233901,100.4064972,100.3648247,100.4290568,100.4904302,100.3564333,100.4547717,15/07/1998
12,100.1856753,99.31073298,100.2214579,100.33209,101.016935,100.8266448,100.5591551,100.0556003,100.2267003,100.4386162,100.3531341,100.5545138,100.3963542,100.4285666,100.056635,100.4124652,100.479635,100.5201826,98.95136154,99.99602411,99.89837894,100.1942696,100.301924,99.47306501,100.1646091,100.8744026,100.7436405,100.3841157,100.502307,100.2212389,100.4026687,100.4456137,100.3635868,100.2760157,100.3599364,100.4212224,100.43932,100.2662444,100.4472442,100.4235534,100.3689544,100.5826226,16/07/1998
13,100.1957572,99.18660324,100.0697842,100.2903782,101.0377739,100.8424119,100.5682594,100.0365136,100.2527578,100.5282821,100.3618048,100.5550678,100.4180952,100.4700681,100.1376666,100.4971161,100.5764262,100.5932801,99.02384807,99.85973949,99.69594979,100.1928394,100.4183984,99.36784371,100.170096,100.8951485,100.7643163,100.4172013,100.602932,100.2305622,100.4609948,100.5423855,100.4709864,100.3965261,100.4587748,100.5027493,100.4679347,100.205699,100.458818,100.3877265,100.3923271,100.6049321,17/07/1998
14,100.3461458,99.28529024,99.85615916,100.2117675,101.1641961,100.9572863,100.6517154,100.1593321,100.2901068,100.4438467,100.4603355,100.6808166,100.3194247,100.3870651,100.0731899,100.4249139,100.4744497,100.5218825,99.0004913,99.68060363,99.49433361,100.0593535,100.3236524,99.5956851,100.3347051,100.9812057,100.827033,100.2630708,100.5317582,100.1196908,100.4425924,100.484728,100.383495,100.2986884,100.390137,100.4656092,100.3719912,100.0582167,100.3133189,100.2563613,100.2980016,100.5706097,20/07/1998
15,100.4007561,99.37935129,100.0078329,100.2807524,101.2996485,100.9933253,100.6001244,100.3070463,100.3161643,100.4445939,100.5178774,100.7705581,100.3520361,100.4056984,100.0653481,100.4357027,100.4580298,100.4980833,98.99324264,99.7919285,99.64615547,100.0879577,100.3239051,99.86246665,100.4193612,101.031918,100.8477088,100.2251434,100.4990347,100.1595037,100.4354186,100.4740078,100.3740648,100.3031244,100.3860188,100.4656092,100.3862986,100.1606781,100.390202,100.2651189,100.3564333,100.5749,21/07/1998
16,100.4461248,99.61064894,99.72940833,99.95187101,101.6671066,100.9940761,100.5553617,100.3850527,100.3422218,100.2391093,100.4776769,100.8057346,100.1680743,100.2447742,99.9215823,100.2041578,100.2946946,100.3918369,98.93122639,99.50433924,99.36893322,99.77974828,100.0742809,99.57165819,100.4601215,101.0442119,100.8683846,100.0258229,100.3280539,99.93246921,100.3677354,100.3062508,100.1673862,100.0352413,100.1960294,100.3442247,100.150648,99.90064349,100.1653398,100.0525461,100.2003372,100.4195912,22/07/1998
17,100.494854,99.35699251,99.76714875,99.93983877,101.6872508,101.0271118,100.5363944,100.45725,100.3691479,100.2398565,100.5044772,100.7810834,100.1747638,100.2456212,99.92071099,100.2132869,100.2825957,100.3765374,98.93928045,99.57457994,99.45429491,99.81955568,100.1129373,99.70670599,100.4514991,101.0772517,100.937304,100.1032916,100.4000458,99.97732175,100.3724139,100.3363833,100.2056309,100.0741792,100.2251319,100.3079905,100.1548561,99.96118886,100.1380587,100.0843922,100.2061804,100.4496233,23/07/1998
18,100.499895,99.32923679,99.51863166,99.64544981,101.7449049,101.0406265,100.5553617,100.1767591,100.4959611,100.441605,100.500536,100.786346,100.1555314,100.3396348,100.3938311,100.6000249,100.1883972,100.2702909,100.4059246,99.25672974,99.12910752,99.51659039,99.90929648,99.26013687,100.4405252,101.1202803,101.0034666,99.85313224,100.2683334,99.76641401,100.3443425,100.2152737,100.0358872,99.85657041,100.0804435,100.2572627,99.91499748,99.672434,99.97271893,99.83678864,100.0918212,100.2780114,24/07/1998
19,100.5620668,99.1904582,99.43816624,99.69919384,101.8060321,101.0293643,100.5826745,100.1261379,100.5454703,100.1666293,100.4981713,100.8029648,100.0819467,100.1863333,100.3127995,100.1070584,100.2601263,100.3858871,100.5251246,99.29494245,99.14678959,99.59620519,100.0583635,99.20048385,100.3307858,101.1771395,101.0654941,99.99273731,100.3395072,99.8677102,100.4834519,100.3369628,100.1831032,100.0064075,100.2204645,100.404917,99.98064299,99.65613332,100.0661359,99.89650011,100.1293845,100.4050042,27/07/1998
20,100.678849,99.08020632,100.1523858,100.2967954,101.8470152,101.0556427,100.576605,100.2398281,100.5723964,100.7150863,100.500536,100.7938245,100.5677732,100.6352272,100.3188987,100.7377899,100.6784026,100.7369253,99.22600495,100.1616861,100.0601597,100.3685164,100.6612009,99.21788265,100.3049187,101.151015,101.0868591,100.4744958,100.8148172,100.4986695,100.7005374,100.8057553,100.7033362,100.6437081,100.7061453,100.6494977,100.5234809,100.3687058,100.5786894,100.5095379,100.5450842,100.5954935,28/07/1998
21,100.5780298,98.69316824,100.7633533,100.6978703,101.8886928,101.0451314,100.5553617,100.1352663,100.5984539,100.9915565,100.4035818,100.7198708,100.8520779,100.8503574,100.4922889,101.0265986,100.9342079,100.8975699,99.21714548,100.8373663,100.8082939,100.8969775,100.9684306,98.70254685,100.1614736,101.1456364,101.107535,100.7238483,101.0242482,100.882184,100.7635421,100.9112192,100.9280894,100.985524,100.9095876,100.7989637,100.8735903,100.8142577,100.8944884,100.7977453,100.8105311,101.0296717,29/07/1998
22,100.6225583,98.89131323,100.9022096,100.5414511,101.7560189,101.0931834,100.6031592,100.1277976,100.5993225,101.1126055,100.3649578,100.7406443,100.8897065,101.0112816,100.5140716,101.3112577,100.7950706,100.7726241,99.17365356,100.561042,100.5272101,100.6300057,100.7352291,98.87653482,100.2226141,101.1049129,101.0806564,100.6245915,100.9358945,100.6697643,100.7092707,100.7634539,100.7274356,100.7385885,100.7366204,100.7147192,100.7136846,100.6582369,100.7638699,100.7085762,100.724553,100.8632081,30/07/1998
23,100.6318,98.73557281,101.0403538,100.8735411,101.7282338,101.0939342,100.5811572,100.0672182,100.5237558,101.04162,99.80530332,100.6373308,100.9557655,100.9113392,100.934042,101.0905017,100.963591,100.9069196,100.7538599,101.0304178,101.0310473,101.0285564,100.990159,98.95441515,100.1975309,101.1517834,101.1013322,100.8489279,101.0741516,100.9628177,100.7950445,100.8848532,100.9317567,101.0146042,100.9211187,100.9203482,100.971217,101.038586,101.0036127,100.9219452,100.890666,101.0468329,31/07/1998
24,100.715816,98.79725218,101.5217221,101.2385192,99.04974924,101.1142061,100.0477975,100.0638988,100.5671849,101.3980423,99.84865683,100.6475791,101.2852245,101.2111664,101.2128605,101.4822192,101.260014,101.1194125,100.9407141,101.5905763,101.6273596,101.5207857,101.3769755,99.10437621,100.1058201,101.2593549,101.4080236,101.1176475,101.4316568,101.3634668,100.9229253,101.1488025,101.2612901,101.4310922,101.2209285,101.1069542,101.3432082,101.515963,101.3400792,101.2356294,101.1494349,101.3977793,03/08/1998
25,100.7889099,98.4102141,101.7545734,101.3949384,98.87261916,101.1006915,100.1092515,99.96846552,100.3795709,101.5579466,99.772197,100.5298626,101.4282131,101.3441407,101.3270018,101.6647994,101.3801388,101.2001598,100.9978979,101.6614796,101.6968684,101.5937262,101.4623732,98.31728778,100.1105232,100.5532248,101.4300778,101.3573164,101.5690958,101.4292338,100.9469419,101.1968987,101.340399,101.5195651,101.2835261,101.1921046,101.5258374,101.7232145,101.4516836,101.4888061,101.3147131,101.5033207,04/08/1998
26,100.8191556,98.00467221,101.4512259,101.2377171,98.89276337,101.0376232,100.1183558,100.0373435,100.489881,101.4996638,99.76589103,100.4877616,101.3345597,101.2823119,101.3043478,101.5735093,101.3784104,101.2214091,101.0035357,101.3261797,101.3139603,101.3486842,101.3625741,98.3479428,100.1316872,100.5847279,101.4514428,101.2411133,101.4733794,101.2735098,100.9731419,101.2168904,101.2903665,101.3943722,101.2412453,101.1785168,101.4408349,101.4911239,101.3566132,101.3614216,101.2187182,101.4398243,05/08/1998
27,100.8359588,98.13111493,101.6947584,101.4679341,98.91290757,101.0563935,100.1304948,100.0016597,100.5159385,101.7268176,99.72884349,100.4728047,101.5477883,101.4855846,101.5064912,101.7892859,101.6238452,101.4466515,101.1364277,101.6718611,101.6649594,101.6847826,101.6617188,98.24106447,100.127768,100.601632,101.473497,101.3992786,101.7269871,101.5660592,101.1340846,101.4747553,101.5766781,101.6999611,101.5001469,101.3470057,101.5940077,101.7333054,101.6037962,101.5310022,101.4132122,101.6543392,06/08/1998
28,100.9182945,98.07714548,101.8179488,101.5922673,98.82399522,101.0691574,100.1304948,100.1336066,100.5428646,101.8956886,99.73436121,100.413531,101.6849235,101.6227936,101.6485144,101.9652268,101.7811309,101.6021963,101.2129413,101.7838486,101.7763361,101.7975305,101.8059854,98.52773037,100.1599059,100.6692484,101.3308339,101.5566369,101.8644262,101.6832302,101.1930345,101.5976033,101.7126302,101.8483195,101.6206748,101.475637,101.8246087,101.8838926,101.7203608,101.7005828,101.5125461,101.7847643,07/08/1998
29,101.0006301,97.39327541,102.0458154,101.9035014,98.69757297,100.8491692,100.2465745,100.1493739,100.6227743,102.1504894,99.81160928,100.3512105,101.8906263,101.80828,101.8402021,102.2457363,101.9919974,101.7645409,101.3103954,102.1310762,102.1208315,102.1503146,102.0965399,98.61306733,100.0007839,100.7176556,101.3956181,101.7567644,102.0787657,101.9520935,101.2844226,101.7755011,101.9546721,102.1640125,101.8397665,101.6559021,102.0535263,102.1144308,101.9435695,101.8852903,101.704536,102.0155824,10/08/1998
30,100.5141777,96.25914589,102.3164071,102.1152689,98.04045512,100.6809872,99.50685098,99.98506261,99.88274125,102.3709183,98.92719763,99.80445218,102.0787691,101.9785209,101.9996515,102.4806009,102.1899009,101.9277354,101.3466386,102.4862556,102.5076013,102.4451754,102.3393423,98.72574525,99.85733882,100.3426921,100.827033,102.0642183,102.2628358,102.1962626,101.3240344,101.9197895,102.1715669,102.4198199,102.0138319,101.7202178,102.2706615,102.362822,102.0783215,102.1846438,101.9082122,102.1460074,11/08/1998
31,100.5007351,95.84126813,102.5129421,102.1882645,98.08907906,100.6644693,99.58499613,100.0157672,99.90966733,102.5554808,98.57248707,99.73465323,102.2376453,102.1360572,102.1530017,102.6482427,102.4007674,102.0994297,101.4223468,102.6137049,102.6277173,102.5865275,102.5237813,98.67354886,99.82755242,100.3595961,100.8490872,102.0174143,102.446906,102.3517346,101.4288343,102.1281096,102.3963201,102.5837042,102.1870736,101.7981213,102.4229928,102.5498917,102.2403545,102.2148976,101.9925207,102.2506907,12/08/1998
