Date, Open, High, Low, Close
12/10/2009,1098.69,1106.25,1098.69,1102.35
02/11/2009,833.36,838.22,822.3,833.74
03/11/2009,724.34,731.92,713.85,721.36
05/11/2009,913.36,922.9,908.68,909.24
06/11/2009,941.17,956.23,939.04,944.89
08/11/2009,1001.9,1005.77,992.4,994.35
09/11/2009,1045.62,1048.18,1038.4,1042.73
11/11/2009,1096.04,1105.37,1093.81,1098.51
12/11/2009,1103.96,1108.5,1101.34,1106.41
01/12/2009,888.53,890.4,864.32,870.26
02/12/2009,818.72,835.48,808.06,835.19
03/12/2009,720.62,752.63,714.76,750.74
05/12/2009,914.3,915.57,896.46,908.35
06/12/2009,939.25,946.3,935.66,946.21
08/12/2009,993.36,1012.78,993.36,1005.81
10/12/2009,1076.27,1079.46,1071.63,1076.19
11/12/2009,1098.31,1107.97,1084.9,1087.24
02/01/2010,1073.89,1089.38,1073.89,1089.19
03/01/2010,1105.36,1116.11,1105.36,1115.71
04/01/2010,1171.23,1181.43,1170.69,1178.1
06/01/2010,1087.3,1094.77,1069.89,1070.71
07/01/2010,1031.1,1033.58,1010.91,1027.37
09/01/2010,1049.72,1081.3,1049.72,1080.29
10/01/2010,1143.49,1150.3,1139.42,1146.24
11/01/2010,1185.71,1195.81,1177.65,1184.38
12/01/2010,1186.6,1207.61,1186.6,1206.07
02/02/2010,1090.05,1104.73,1087.96,1103.32
03/02/2010,1117.01,1123.46,1116.51,1118.31
06/02/2010,1073.01,1098.56,1072.03,1098.38
07/02/2010,1027.65,1032.95,1015.93,1022.58
08/02/2010,1107.53,1127.3,1107.53,1125.86
09/02/2010,1080.66,1090.1,1080.39,1090.1
11/02/2010,1187.86,1195.88,1187.86,1193.57
12/02/2010,1206.81,1221.89,1206.81,1221.53
02/03/2010,1100.67,1102.72,1093.97,1097.28
03/03/2010,1119.36,1125.64,1116.58,1118.79
05/03/2010,1188.58,1205.13,1188.58,1202.26
06/03/2010,1098.82,1105.67,1091.81,1102.83
08/03/2010,1125.34,1125.44,1116.76,1120.46
09/03/2010,1093.61,1105.1,1093.61,1104.51
11/03/2010,1193.79,1198.3,1183.56,1197.96
12/03/2010,1219.93,1225.57,1216.82,1224.71
01/04/2010,1116.56,1133.87,1116.56,1132.99
02/04/2010,1097.25,1097.25,1062.78,1063.11
03/04/2010,1119.12,1123.73,1116.66,1122.97
05/04/2010,1197.5,1197.5,1168.12,1173.6
06/04/2010,1098.43,1098.43,1060.5,1064.88
08/04/2010,1121.06,1128.75,1119.46,1127.24
10/04/2010,1144.96,1148.16,1131.87,1137.03
11/04/2010,1198.34,1221.25,1198.34,1221.06
01/05/2010,1132.66,1136.63,1129.66,1136.52
02/05/2010,1064.12,1067.13,1044.5,1066.19
03/05/2010,1125.12,1139.38,1125.12,1138.7
04/05/2010,1178.71,1187.73,1178.71,1187.44
05/05/2010,1169.24,1175.95,1158.15,1165.9
08/05/2010,1125.78,1126.56,1118.81,1125.81
10/05/2010,1140.68,1162.76,1140.68,1160.75
11/05/2010,1221.2,1227.08,1220.29,1225.85
01/06/2010,1135.71,1139.19,1133.95,1137.14
04/06/2010,1186.01,1191.8,1182.77,1189.44
05/06/2010,1164.38,1167.58,1065.79,1128.15
07/06/2010,1028.09,1042.5,1018.35,1028.06
08/06/2010,1122.07,1123.06,1107.17,1121.64
10/06/2010,1159.81,1162.33,1154.85,1159.97
12/06/2010,1223.87,1225.8,1220.67,1223.12
01/07/2010,1136.27,1142.46,1131.32,1141.69
04/07/2010,1188.23,1189.6,1177.25,1182.45
05/07/2010,1127.04,1135.13,1096.13,1110.88
06/07/2010,1065.84,1071.36,1049.86,1050.47
07/07/2010,1028.54,1060.89,1028.54,1060.27
09/07/2010,1102.6,1102.6,1091.15,1091.84
10/07/2010,1161.57,1163.87,1151.41,1158.06
12/07/2010,1227.25,1235.05,1223.25,1223.75
01/08/2010,1140.52,1145.39,1136.22,1144.98
02/08/2010,1065.51,1071.2,1056.51,1056.74
03/08/2010,1138.4,1141.05,1136.77,1138.5
04/08/2010,1181.75,1188.55,1175.12,1186.44
06/08/2010,1050.81,1063.15,1042.17,1062
07/08/2010,1062.92,1071.25,1058.24,1070.25
09/08/2010,1092.36,1103.26,1092.36,1098.87
10/08/2010,1158.36,1167.73,1155.58,1165.15
11/08/2010,1223.24,1224.57,1217.55,1223.25
12/08/2010,1225.02,1228.93,1219.5,1228.28
02/09/2010,1060.06,1079.28,1060.06,1070.52
03/09/2010,1137.56,1145.37,1134.9,1140.45
04/09/2010,1187.47,1194.66,1187.15,1194.37
06/09/2010,1062.75,1077.74,1052.25,1055.69
07/09/2010,1070.5,1078.16,1068.1,1077.96
08/09/2010,1122.8,1129.24,1120.91,1127.79
09/09/2010,1101.15,1110.27,1101.15,1104.18
11/09/2010,1223.59,1226.84,1208.94,1213.4
12/09/2010,1230.14,1234.71,1226.85,1233
02/10/2010,1069.68,1073.67,1059.34,1068.13
03/10/2010,1140.22,1148.26,1140.09,1145.61
05/10/2010,1122.27,1163.85,1122.27,1159.73
06/10/2010,1058.77,1087.85,1058.77,1086.84
08/10/2010,1122.92,1127.16,1111.58,1121.06
09/10/2010,1104.57,1110.88,1103.92,1109.55
11/10/2010,1213.14,1218.75,1204.33,1218.71
12/10/2010,1233.85,1240.4,1232.58,1240.4
01/11/2010,1145.96,1149.74,1142.02,1146.98
02/11/2010,1067.1,1080.04,1060.59,1078.47
03/11/2010,1143.96,1150.24,1138.99,1150.24
05/11/2010,1156.39,1170.48,1147.71,1155.79
06/11/2010,1082.65,1092.25,1077.12,1091.6
08/11/2010,1116.89,1116.89,1088.55,1089.47
10/11/2010,1165.32,1168.68,1162.02,1165.32
11/11/2010,1213.04,1215.45,1204.49,1213.54
01/12/2010,1143.81,1143.81,1131.77,1136.22
02/12/2010,1075.95,1077.81,1062.97,1075.51
03/12/2010,1151.71,1153.41,1146.97,1149.99
04/12/2010,1194.94,1199.2,1194.71,1196.48
05/12/2010,1155.43,1172.87,1155.43,1171.67
07/12/2010,1077.23,1080.78,1070.45,1078.75
08/12/2010,1081.48,1086.72,1076.69,1083.61
10/12/2010,1164.28,1172.58,1155.71,1169.77
11/12/2010,1209.07,1210.5,1194.08,1199.21
02/01/2011,1289.14,1308.86,1289.14,1307.59
03/01/2011,1328.64,1332.09,1306.14,1306.33
04/01/2011,1329.48,1337.85,1328.89,1332.41
06/01/2011,1345.2,1345.2,1313.71,1314.55
07/01/2011,1320.64,1341.01,1318.18,1339.67
08/01/2011,1292.59,1307.38,1274.73,1286.94
09/01/2011,1219.12,1229.29,1203.85,1204.42
11/01/2011,1251,1251,1215.42,1218.28
12/01/2011,1246.91,1251.09,1239.73,1244.58
02/02/2011,1305.91,1307.61,1302.62,1304.03
03/02/2011,1305.47,1314.19,1302.58,1308.44
05/02/2011,1365.21,1370.58,1358.59,1361.22
06/02/2011,1314.55,1318.03,1305.61,1312.94
08/02/2011,1286.56,1286.56,1254.03,1254.05
09/02/2011,1203.9,1203.9,1170.56,1173.97
11/02/2011,1219.62,1242.48,1219.62,1237.9
12/02/2011,1246.03,1260.08,1243.35,1244.28
01/03/2011,1257.62,1276.17,1257.62,1271.87
02/03/2011,1302.77,1308.6,1294.83,1307.1
03/03/2011,1312.37,1332.28,1312.37,1330.97
05/03/2011,1359.76,1360.84,1349.52,1356.62
06/03/2011,1312.94,1312.94,1297.9,1300.16
08/03/2011,1254.25,1261.2,1234.56,1260.34
10/03/2011,1131.21,1138.99,1098.92,1099.23
11/03/2011,1238.25,1263.21,1234.81,1261.15
01/04/2011,1272.95,1274.12,1262.66,1270.2
02/04/2011,1307.01,1311,1301.67,1310.87
03/04/2011,1330.73,1331.08,1312.59,1321.15
04/04/2011,1333.56,1336.74,1329.1,1332.87
05/04/2011,1355.9,1355.9,1341.5,1347.32
08/04/2011,1260.23,1260.23,1199.54,1200.07
10/04/2011,1097.42,1125.12,1074.77,1123.95
11/04/2011,1260.82,1260.82,1238.92,1253.23
01/05/2011,1268.78,1277.63,1265.36,1276.56
04/05/2011,1332.03,1338.21,1330.03,1332.63
05/05/2011,1344.16,1348,1329.17,1335.1
07/05/2011,1339.59,1340.89,1334.3,1337.88
08/05/2011,1200.28,1218.11,1168.09,1199.38
10/05/2011,1124.03,1146.07,1115.68,1144.03
12/05/2011,1244.33,1266.73,1244.33,1257.08
01/06/2011,1276.29,1278.17,1270.43,1273.85
04/06/2011,1335.94,1339.38,1331.09,1335.54
05/06/2011,1340.24,1354.36,1335.58,1340.2
06/06/2011,1300.26,1300.26,1284.72,1286.17
07/06/2011,1337.56,1340.94,1330.92,1339.22
09/06/2011,1173.97,1173.97,1140.13,1165.24
10/06/2011,1144.11,1165.55,1134.95,1164.97
12/06/2011,1257.19,1266.03,1253.03,1258.47
01/07/2011,1274.41,1276.83,1261.7,1271.5
02/07/2011,1311.85,1322.85,1311.85,1319.05
03/07/2011,1322.72,1327.68,1303.99,1310.13
04/07/2011,1334.82,1338.8,1326.56,1333.51
06/07/2011,1286.31,1296.22,1284.74,1284.94
07/07/2011,1339.62,1356.48,1339.62,1353.22
09/07/2011,1165.85,1198.62,1165.85,1198.62
10/07/2011,1165.03,1171.4,1150.26,1155.46
11/07/2011,1253.21,1261.7,1240.75,1261.12
12/07/2011,1258.14,1267.06,1244.8,1261.01
02/08/2011,1318.76,1324.87,1316.03,1324.57
03/08/2011,1311.05,1325.74,1306.86,1321.82
04/08/2011,1336.16,1339.46,1322.94,1328.17
06/08/2011,1284.63,1287.04,1277.42,1279.56
07/08/2011,1352.39,1352.39,1333.71,1343.8
08/08/2011,1198.48,1198.48,1119.28,1119.46
09/08/2011,1197.98,1204.4,1183.34,1185.9
11/08/2011,1261.12,1277.55,1254.99,1275.92
12/08/2011,1260.87,1260.87,1231.47,1234.35
02/09/2011,1322.48,1324.54,1314.89,1320.88
03/09/2011,1319.92,1323.21,1312.27,1320.02
05/09/2011,1340.2,1349.44,1338.64,1346.29
06/09/2011,1279.63,1294.54,1279.63,1289
08/09/2011,1120.23,1172.88,1101.54,1172.53
09/09/2011,1185.37,1185.37,1148.37,1154.23
11/09/2011,1275.18,1275.18,1226.64,1229.1
12/09/2011,1234.48,1258.25,1234.48,1255.19
01/10/2011,1270.84,1271.52,1262.18,1269.75
02/10/2011,1318.13,1322.78,1311.74,1321.87
03/10/2011,1315.72,1315.72,1294.21,1295.11
05/10/2011,1348.34,1359.44,1348.34,1357.16
06/10/2011,1288.6,1288.6,1268.28,1270.98
08/10/2011,1171.77,1171.77,1118.01,1120.76
10/10/2011,1158.15,1194.91,1158.15,1194.89
11/10/2011,1229.59,1246.22,1227.7,1239.69
01/11/2011,1272.58,1277.25,1269.62,1274.48
02/11/2011,1318.66,1330.79,1316.08,1329.15
03/11/2011,1293.43,1308.35,1291.99,1304.28
04/11/2011,1329.01,1333.77,1321.06,1324.46
05/11/2011,1354.51,1354.51,1336.36,1342.08
07/11/2011,1343.31,1343.31,1316.42,1319.49
08/11/2011,1121.3,1186.29,1121.3,1172.64
10/11/2011,1194.6,1199.24,1187.3,1195.54
11/11/2011,1240.12,1266.98,1240.12,1263.85
01/12/2011,1275.65,1286.87,1275.65,1285.96
04/12/2011,1321.96,1321.96,1309.51,1314.16
05/12/2011,1339.39,1351.05,1332.03,1348.65
07/12/2011,1319.61,1327.17,1313.33,1313.64
08/12/2011,1172.87,1189.04,1170.74,1178.81
09/12/2011,1153.5,1162.52,1136.07,1162.27
10/12/2011,1196.19,1220.25,1196.19,1207.25
12/12/2011,1255.05,1255.05,1227.25,1236.47
02/01/2012,1312.45,1330.52,1312.45,1324.09
03/01/2012,1365.9,1376.17,1365.9,1374.09
05/01/2012,1397.86,1415.32,1395.73,1405.82
06/01/2012,1309.87,1309.87,1277.25,1278.04
08/01/2012,1379.32,1385.03,1373.35,1375.14
10/01/2012,1440.9,1457.14,1440.9,1444.49
11/01/2012,1410.99,1427.59,1427.59,1427.59
02/02/2012,1324.24,1329.19,1321.57,1325.54
03/02/2012,1374.09,1374.53,1366.42,1369.63
04/02/2012,1408.47,1422.38,1404.46,1419.04
05/02/2012,1405.5,1405.5,1393.92,1402.31
07/02/2012,1362.33,1366.35,1355.7,1365.51
08/02/2012,1375.13,1375.13,1354.65,1365
10/02/2012,1444.99,1451.52,1439.01,1445.75
11/02/2012,1427.59,1434.27,1412.91,1414.2
01/03/2012,1258.86,1284.62,1258.86,1277.06
02/03/2012,1326.21,1345.34,1326.21,1344.9
04/03/2012,1418.98,1419,1404.62,1413.38
05/03/2012,1402.32,1403.07,1388.71,1391.57
07/03/2012,1365.75,1374.81,1363.53,1374.02
08/03/2012,1365.45,1394.16,1365.45,1390.99
10/03/2012,1446.05,1454.3,1441.99,1450.99
12/03/2012,1416.34,1423.73,1408.46,1409.46
01/04/2012,1277.03,1278.73,1268.1,1277.3
04/04/2012,1413.09,1413.09,1394.09,1398.96
05/04/2012,1391.51,1391.51,1367.96,1369.1
06/04/2012,1278.29,1282.55,1266.74,1278.18
09/04/2012,1406.54,1409.31,1396.56,1404.94
10/04/2012,1451.08,1463.14,1451.08,1461.4
12/04/2012,1409.46,1413.14,1403.65,1407.05
01/05/2012,1277.3,1283.05,1265.26,1281.06
03/05/2012,1369.59,1369.59,1359.13,1364.33
04/05/2012,1398.79,1401.6,1392.92,1398.08
06/05/2012,1277.82,1287.62,1274.16,1285.5
07/05/2012,1373.72,1373.85,1363.02,1367.58
09/05/2012,1404.94,1408.81,1401.25,1403.44
10/05/2012,1461.4,1470.96,1456.89,1460.93
11/05/2012,1414.02,1419.9,1408.13,1417.26
12/05/2012,1407.05,1415.56,1398.23,1409.28
01/06/2012,1280.93,1281.84,1273.34,1277.81
02/06/2012,1344.32,1344.36,1337.52,1344.33
03/06/2012,1363.63,1363.63,1340.03,1343.36
06/06/2012,1285.61,1315.13,1285.61,1315.13
07/06/2012,1367.09,1367.09,1348.03,1354.68
08/06/2012,1391.04,1399.63,1391.04,1394.23
09/06/2012,1403.74,1432.12,1403.74,1432.12
11/06/2012,1417.26,1433.38,1417.26,1428.39
12/06/2012,1409.43,1413.95,1405.93,1413.94
02/07/2012,1344.33,1349.24,1335.92,1347.05
03/07/2012,1343.39,1354.85,1343.39,1352.63
05/07/2012,1368.79,1373.91,1363.94,1369.58
06/07/2012,1316.15,1329.05,1312.68,1314.99
08/07/2012,1394.46,1407.14,1394.46,1401.35
09/07/2012,1432.12,1437.92,1431.45,1437.92
11/07/2012,1428.27,1428.27,1388.14,1394.53
12/07/2012,1413.95,1420.34,1410.9,1418.07
02/08/2012,1347.04,1351,1341.95,1349.96
03/08/2012,1352.65,1368.72,1352.65,1365.91
05/08/2012,1369.16,1369.16,1347.75,1363.72
06/08/2012,1314.99,1325.81,1307.77,1325.66
08/08/2012,1401.23,1404.14,1396.13,1402.22
10/08/2012,1460.93,1460.93,1453.1,1455.88
11/08/2012,1394.53,1401.23,1377.51,1377.51
01/09/2012,1277.83,1281.99,1274.55,1280.7
02/09/2012,1349.97,1354.32,1344.63,1351.95
03/09/2012,1365.97,1374.76,1365.97,1370.87
04/09/2012,1397.45,1397.45,1378.24,1382.2
05/09/2012,1363.2,1363.73,1343.13,1354.58
07/09/2012,1354.66,1354.87,1346.65,1352.46
08/09/2012,1402.26,1405.95,1398.8,1402.8
10/09/2012,1455.9,1455.9,1441.18,1441.48
11/09/2012,1377.55,1391.39,1373.03,1379.85
01/10/2012,1280.77,1296.46,1280.77,1292.08
02/10/2012,1351.21,1351.21,1337.35,1342.64
04/10/2012,1382.18,1383.01,1357.38,1358.59
05/10/2012,1354.58,1365.88,1354.58,1357.99
07/10/2012,1352.96,1361.54,1336.27,1341.47
08/10/2012,1402.58,1405.98,1395.62,1405.87
09/10/2012,1437.92,1438.74,1428.98,1429.08
10/10/2012,1441.48,1442.52,1430.64,1432.56
12/10/2012,1418.07,1421.64,1415.64,1418.55
01/11/2012,1292.02,1293.8,1285.41,1292.48
04/11/2012,1358.98,1374.71,1358.98,1368.71
05/11/2012,1358.11,1365.66,1348.89,1353.39
06/11/2012,1325.72,1335.52,1307.73,1308.93
07/11/2012,1341.4,1345,1333.25,1341.45
09/11/2012,1429.13,1437.76,1429.13,1433.56
10/11/2012,1432.82,1443.9,1432.82,1432.84
12/11/2012,1418.55,1434.27,1418.55,1427.84
01/12/2012,1292.48,1296.82,1285.77,1295.5
03/12/2012,1370.78,1373.04,1366.69,1371.09
04/12/2012,1368.77,1388.13,1368.77,1387.57
06/12/2012,1309.4,1324.31,1306.62,1324.18
07/12/2012,1341.29,1341.29,1325.41,1334.76
09/12/2012,1433.56,1439.15,1432.99,1436.56
10/12/2012,1432.84,1438.43,1425.53,1428.59
11/12/2012,1379.86,1384.87,1377.19,1380.03
12/12/2012,1427.84,1438.59,1426.76,1428.48
02/01/2013,1498.11,1514.41,1498.11,1513.17
03/01/2013,1514.68,1519.99,1501.48,1518.2
04/01/2013,1569.18,1570.57,1558.47,1562.17
05/01/2013,1597.55,1597.55,1581.28,1582.7
07/01/2013,1609.78,1626.61,1609.78,1614.96
08/01/2013,1689.42,1707.85,1689.42,1706.87
10/01/2013,1682.41,1696.55,1682.07,1695
11/01/2013,1758.7,1765.67,1752.7,1761.64
01/02/2013,1426.19,1462.43,1426.19,1462.42
04/02/2013,1562.17,1573.66,1562.17,1570.25
05/02/2013,1582.77,1598.6,1582.77,1597.59
07/02/2013,1614.29,1624.26,1606.77,1614.08
08/02/2013,1706.1,1709.67,1700.68,1709.67
10/02/2013,1691.9,1693.87,1680.34,1693.87
12/02/2013,1806.55,1810.02,1798.6,1800.9
01/03/2013,1462.42,1465.47,1455.53,1459.37
04/03/2013,1570.25,1571.47,1549.8,1553.69
05/03/2013,1597.6,1618.46,1597.6,1614.42
06/03/2013,1631.71,1640.42,1622.72,1640.42
07/03/2013,1611.48,1618.97,1604.57,1615.41
09/03/2013,1635.95,1651.35,1633.41,1639.77
10/03/2013,1692.35,1692.35,1670.36,1678.66
12/03/2013,1800.1,1800.1,1787.85,1795.15
01/04/2013,1459.37,1467.94,1458.99,1466.47
02/04/2013,1513.17,1513.17,1495.02,1495.71
03/04/2013,1518.2,1525.27,1512.29,1525.2
04/04/2013,1553.69,1562.6,1552.52,1559.98
06/04/2013,1640.73,1646.53,1623.62,1631.38
09/04/2013,1640.72,1655.72,1637.41,1653.08
10/04/2013,1678.79,1691.94,1677.33,1690.5
11/04/2013,1763.4,1768.78,1761.56,1767.93
12/04/2013,1793.15,1799.8,1779.09,1792.81
02/05/2013,1495.71,1514.96,1495.71,1511.29
03/05/2013,1525.2,1543.47,1525.2,1539.79
04/05/2013,1559.98,1559.98,1539.5,1553.28
06/05/2013,1629.05,1629.31,1607.09,1608.9
07/05/2013,1618.65,1632.07,1614.71,1631.89
08/05/2013,1708.01,1709.24,1703.55,1707.14
09/05/2013,1653.28,1659.17,1653.07,1655.08
11/05/2013,1765.67,1767.03,1755.76,1762.97
12/05/2013,1792.82,1792.82,1783.38,1785.03
02/06/2013,1511.29,1512.53,1504.71,1512.12
03/06/2013,1539.79,1545.25,1538.11,1541.46
05/06/2013,1614.4,1619.77,1614.21,1617.5
06/06/2013,1609.29,1622.56,1598.23,1622.56
08/06/2013,1705.79,1705.79,1693.29,1697.37
09/06/2013,1657.44,1664.83,1640.62,1655.17
11/06/2013,1765,1773.74,1764.4,1770.49
12/06/2013,1788.36,1806.04,1788.36,1805.09
01/07/2013,1466.47,1466.47,1456.62,1461.89
02/07/2013,1512.12,1512.9,1498.49,1509.39
03/07/2013,1541.46,1545.78,1541.46,1544.26
05/07/2013,1617.55,1626.03,1616.64,1625.96
06/07/2013,1625.27,1644.4,1625.27,1643.38
08/07/2013,1695.3,1695.3,1684.91,1690.91
10/07/2013,1687.15,1687.15,1674.7,1676.12
11/07/2013,1770.74,1774.54,1746.2,1747.15
01/08/2013,1461.89,1461.89,1451.64,1457.15
02/08/2013,1509.39,1518.31,1509.39,1517.93
03/08/2013,1544.26,1552.48,1542.94,1551.18
04/08/2013,1553.26,1563.07,1548.63,1563.07
05/08/2013,1625.95,1632.78,1622.7,1632.69
07/08/2013,1634.2,1644.68,1634.2,1640.46
08/08/2013,1693.35,1700.18,1688.38,1697.48
10/08/2013,1676.22,1676.79,1655.03,1655.45
11/08/2013,1748.37,1770.78,1747.63,1770.61
01/09/2013,1457.15,1464.73,1457.15,1461.02
04/09/2013,1563.11,1573.89,1560.92,1568.61
05/09/2013,1632.69,1635.01,1623.09,1626.67
07/09/2013,1642.89,1654.18,1642.89,1652.32
08/09/2013,1696.1,1699.42,1686.02,1691.42
09/09/2013,1656.85,1672.4,1656.85,1671.71
10/09/2013,1656.99,1662.47,1646.47,1656.4
12/09/2013,1806.21,1811.52,1806.21,1808.37
01/10/2013,1461.02,1472.3,1461.02,1472.12
04/10/2013,1568.61,1589.07,1568.61,1587.73
05/10/2013,1626.69,1633.7,1623.71,1633.7
06/10/2013,1644.67,1648.69,1639.26,1642.81
07/10/2013,1651.56,1657.92,1647.66,1652.62
09/10/2013,1674.32,1684.09,1674.32,1683.99
10/10/2013,1660.88,1692.56,1660.88,1692.56
12/10/2013,1807.6,1808.52,1801.75,1802.62
01/11/2013,1472.12,1472.75,1467.58,1472.05
02/11/2013,1517.93,1518.31,1513.61,1517.01
03/11/2013,1551.15,1556.27,1547.36,1556.22
04/11/2013,1587.73,1597.35,1586.17,1593.37
06/11/2013,1638.64,1640.13,1622.92,1626.13
07/11/2013,1657.41,1676.63,1657.41,1675.02
09/11/2013,1681.04,1689.13,1678.7,1689.13
10/11/2013,1691.09,1703.44,1688.52,1703.2
11/11/2013,1769.96,1773.44,1767.85,1771.89
12/11/2013,1802.76,1802.97,1780.09,1782.22
02/12/2013,1517.01,1522.29,1515.61,1519.43
03/12/2013,1556.22,1556.77,1548.24,1552.48
04/12/2013,1593.3,1593.3,1579.97,1588.85
06/12/2013,1629.94,1637.71,1610.92,1612.52
07/12/2013,1675.26,1680.19,1672.33,1680.19
08/12/2013,1688.37,1691.49,1683.35,1689.47
09/12/2013,1689.21,1689.97,1681.96,1683.42
11/12/2013,1769.51,1771.78,1762.29,1767.69
12/12/2013,1781.71,1782.99,1772.28,1775.5
04/01/2014,1873.96,1885.84,1873.96,1885.52
05/01/2014,1884.39,1888.59,1878.04,1883.68
07/01/2014,1962.29,1978.58,1962.29,1973.32
08/01/2014,1929.8,1937.35,1916.37,1925.15
10/01/2014,1971.44,1971.44,1941.72,1946.16
12/01/2014,2065.78,2065.78,2049.57,2053.44
01/02/2014,1845.86,1845.86,1827.74,1831.98
04/02/2014,1886.61,1893.17,1883.79,1890.9
05/02/2014,1885.3,1891.33,1878.5,1881.14
06/02/2014,1923.87,1925.88,1915.98,1924.97
07/02/2014,1973.06,1976.67,1972.58,1974.62
09/02/2014,2004.07,2006.12,1994.85,2002.28
10/02/2014,1945.83,1952.32,1926.03,1946.17
12/02/2014,2053.77,2068.77,2053.77,2066.55
01/03/2014,1833.21,1838.24,1829.13,1831.37
02/03/2014,1782.68,1784.83,1739.66,1741.89
03/03/2014,1857.68,1857.68,1834.44,1845.73
04/03/2014,1891.43,1893.8,1882.65,1888.77
06/03/2014,1923.07,1925.07,1918.79,1924.24
07/03/2014,1975.88,1985.59,1975.88,1985.44
09/03/2014,2003.57,2009.28,1998.14,2000.72
10/03/2014,1948.12,1971.19,1948.12,1967.9
11/03/2014,2018.21,2024.46,2013.68,2017.81
12/03/2014,2067.45,2076.28,2066.65,2074.33
02/04/2014,1743.82,1758.73,1743.82,1755.2
